FUSION_ID,Count
TDU_consensed_contig_33037|TPR_consensed_contig_81949,46
TDU_consensed_contig_56983|TPR_consensed_contig_60177,43
TDU_consensed_contig_75722|TPR_consensed_contig_60147,5
TDU_consensed_contig_73842|TPR_consensed_contig_49538,0
TDU_consensed_contig_9144|TPR_consensed_contig_102246,457
TDU_consensed_contig_46040|TPR_consensed_contig_110150,423
TDU_consensed_contig_19331|TPR_consensed_contig_69339,0
TDU_consensed_contig_75027|TPR_consensed_contig_91709,0
TDU_consensed_contig_16360|TPR_consensed_contig_106968,7
TDU_consensed_contig_10874|TPR_consensed_contig_53613,0
TDU_consensed_contig_9247|TPR_consensed_contig_31295,0
TDU_consensed_contig_104654|TPR_consensed_contig_10718,3
TDU_consensed_contig_59264|TPR_consensed_contig_54179,217
TDU_consensed_contig_39174|TPR_consensed_contig_10735,738
TDU_consensed_contig_67572|TPR_consensed_contig_82167,0
TDU_consensed_contig_12631|TPR_consensed_contig_74997,1932
TDU_consensed_contig_39700|TPR_consensed_contig_81005,335
TDU_consensed_contig_38506|TPR_consensed_contig_20135,0
TDU_consensed_contig_16718|TPR_consensed_contig_75075,2253
TDU_consensed_contig_77592|TPR_consensed_contig_54144,134
TDU_consensed_contig_10134|TPR_consensed_contig_101033,1835
TDU_consensed_contig_38575|TPR_consensed_contig_100441,271
TDU_consensed_contig_80414|TPR_consensed_contig_115537,18
TDU_consensed_contig_39328|TPR_consensed_contig_37809,6
TDU_consensed_contig_104638|TPR_consensed_contig_26056,0
TDU_consensed_contig_59336|TPR_consensed_contig_53892,376
TDU_consensed_contig_11937|TPR_consensed_contig_108118,139
TDU_consensed_contig_36480|TPR_consensed_contig_65471,107
TDU_consensed_contig_48564|TPR_consensed_contig_94608,27
TDU_consensed_contig_83481|TPR_consensed_contig_101707,82
TDU_consensed_contig_61194|TPR_consensed_contig_49475,860
TDU_consensed_contig_23275|TPR_consensed_contig_36446,0
TDU_consensed_contig_25948|TPR_consensed_contig_49220,128
TDU_consensed_contig_67502|TPR_consensed_contig_9828,284
TDU_consensed_contig_17573|TPR_consensed_contig_98911,213310
TDU_consensed_contig_41911|TPR_consensed_contig_86736,0
TDU_consensed_contig_99695|TPR_consensed_contig_53770,0
TDU_consensed_contig_19476|TPR_consensed_contig_76021,794
TDU_consensed_contig_68432|TPR_consensed_contig_68223,0
TDU_consensed_contig_12596|TPR_consensed_contig_99783,405
TDU_consensed_contig_87914|TPR_consensed_contig_15507,0
TDU_consensed_contig_23505|TPR_consensed_contig_77150,14707
TDU_consensed_contig_33980|TPR_consensed_contig_92772,428
TDU_consensed_contig_16120|TPR_consensed_contig_98525,546
TDU_consensed_contig_75078|TPR_consensed_contig_99332,2502
TDU_consensed_contig_69777|TPR_consensed_contig_82258,3113
TDU_consensed_contig_74833|TPR_consensed_contig_105358,293
TDU_consensed_contig_43649|TPR_consensed_contig_60306,450
TDU_consensed_contig_27976|TPR_consensed_contig_98013,2422
TDU_consensed_contig_33098|TPR_consensed_contig_59899,13980
TDU_consensed_contig_12745|TPR_consensed_contig_77970,381
TDU_consensed_contig_45825|TPR_consensed_contig_61733,3649
TDU_consensed_contig_66436|TPR_consensed_contig_105601,0
TDU_consensed_contig_40482|TPR_consensed_contig_106942,111
TDU_consensed_contig_41963|TPR_consensed_contig_109425,139
TDU_consensed_contig_19573|TPR_consensed_contig_18202,852
TDU_consensed_contig_33332|TPR_consensed_contig_92493,414
TDU_consensed_contig_41680|TPR_consensed_contig_17074,67
TDU_consensed_contig_12636|TPR_consensed_contig_74015,7
TDU_consensed_contig_21950|TPR_consensed_contig_19832,12
TDU_consensed_contig_33741|TPR_consensed_contig_92566,2752
TDU_consensed_contig_61486|TPR_consensed_contig_11851,14
TDU_consensed_contig_38105|TPR_consensed_contig_86114,1705
TDU_consensed_contig_20940|TPR_consensed_contig_21265,0
TDU_consensed_contig_69660|TPR_consensed_contig_105344,1094
TDU_consensed_contig_57023|TPR_consensed_contig_36284,0
TDU_consensed_contig_75341|TPR_consensed_contig_55429,0
TDU_consensed_contig_6165|TPR_consensed_contig_74589,0
TDU_consensed_contig_63721|TPR_consensed_contig_15160,785
TDU_consensed_contig_4784|TPR_consensed_contig_100829,1887
TDU_consensed_contig_37031|TPR_consensed_contig_55762,50
TDU_consensed_contig_19150|TPR_consensed_contig_101665,0
TDU_consensed_contig_20714|TPR_consensed_contig_9740,0
TDU_consensed_contig_39314|TPR_consensed_contig_13802,10438
TDU_consensed_contig_21959|TPR_consensed_contig_54355,545
TDU_consensed_contig_84708|TPR_consensed_contig_102141,0
TDU_consensed_contig_40793|TPR_consensed_contig_75282,1264
TDU_consensed_contig_9342|TPR_consensed_contig_104092,0
TDU_consensed_contig_13271|TPR_consensed_contig_101541,56
TDU_consensed_contig_32973|TPR_consensed_contig_100500,532
TDU_consensed_contig_32521|TPR_consensed_contig_77966,130
TDU_consensed_contig_8801|TPR_consensed_contig_49029,12
TDU_consensed_contig_26134|TPR_consensed_contig_11877,368
TDU_consensed_contig_4906|TPR_consensed_contig_82072,725
TDU_consensed_contig_37322|TPR_consensed_contig_81832,18
TDU_consensed_contig_38803|TPR_consensed_contig_75599,0
TDU_consensed_contig_20693|TPR_consensed_contig_101866,6065
TDU_consensed_contig_48191|TPR_consensed_contig_111673,51
TDU_consensed_contig_33852|TPR_consensed_contig_104633,313
TDU_consensed_contig_99603|TPR_consensed_contig_120777,1913
TDU_consensed_contig_82249|TPR_consensed_contig_54226,220
TDU_consensed_contig_77275|TPR_consensed_contig_104542,93
TDU_consensed_contig_70924|TPR_consensed_contig_71052,0
TDU_consensed_contig_18455|TPR_consensed_contig_102029,7176
TDU_consensed_contig_32871|TPR_consensed_contig_100160,1591
TDU_consensed_contig_75901|TPR_consensed_contig_67233,18
TDU_consensed_contig_17809|TPR_consensed_contig_16737,436
TDU_consensed_contig_39094|TPR_consensed_contig_102881,641
TDU_consensed_contig_33242|TPR_consensed_contig_80911,1573
TDU_consensed_contig_37756|TPR_consensed_contig_107372,38
TDU_consensed_contig_100824|TPR_consensed_contig_13723,706
TDU_consensed_contig_22232|TPR_consensed_contig_66358,49
TDU_consensed_contig_79884|TPR_consensed_contig_97853,15
TDU_consensed_contig_40575|TPR_consensed_contig_21195,0
TDU_consensed_contig_101335|TPR_consensed_contig_72984,0
TDU_consensed_contig_48858|TPR_consensed_contig_111268,43
TDU_consensed_contig_41377|TPR_consensed_contig_97800,674
TDU_consensed_contig_20892|TPR_consensed_contig_20477,140
TDU_consensed_contig_88760|TPR_consensed_contig_26734,22
TDU_consensed_contig_16201|TPR_consensed_contig_77840,3774
TDU_consensed_contig_18301|TPR_consensed_contig_75437,0
TDU_consensed_contig_65044|TPR_consensed_contig_70208,2451
TDU_consensed_contig_41970|TPR_consensed_contig_17625,86
TDU_consensed_contig_16362|TPR_consensed_contig_99285,6361
TDU_consensed_contig_68858|TPR_consensed_contig_6094,0
TDU_consensed_contig_76118|TPR_consensed_contig_71500,0
TDU_consensed_contig_32847|TPR_consensed_contig_80830,18797
TDU_consensed_contig_8568|TPR_consensed_contig_102629,325
TDU_consensed_contig_16234|TPR_consensed_contig_99176,13
TDU_consensed_contig_38252|TPR_consensed_contig_53961,414
TDU_consensed_contig_39373|TPR_consensed_contig_54304,3
TDU_consensed_contig_32812|TPR_consensed_contig_60233,27
TDU_consensed_contig_71436|TPR_consensed_contig_32984,0
TDU_consensed_contig_33553|TPR_consensed_contig_99034,245
TDU_consensed_contig_42821|TPR_consensed_contig_105102,5809
TDU_consensed_contig_16292|TPR_consensed_contig_89943,0
TDU_consensed_contig_100664|TPR_consensed_contig_98142,0
TDU_consensed_contig_12529|TPR_consensed_contig_80517,65
TDU_consensed_contig_4908|TPR_consensed_contig_100964,16
TDU_consensed_contig_74671|TPR_consensed_contig_53368,195
TDU_consensed_contig_37416|TPR_consensed_contig_100705,3213
TDU_consensed_contig_33536|TPR_consensed_contig_60073,2401
TDU_consensed_contig_80515|TPR_consensed_contig_61818,116
TDU_consensed_contig_89082|TPR_consensed_contig_23422,0
TDU_consensed_contig_20711|TPR_consensed_contig_32805,0
TDU_consensed_contig_67282|TPR_consensed_contig_13429,0
TDU_consensed_contig_40657|TPR_consensed_contig_100410,954
TDU_consensed_contig_61543|TPR_consensed_contig_60726,95
TDU_consensed_contig_58951|TPR_consensed_contig_111931,16
TDU_consensed_contig_16281|TPR_consensed_contig_80763,6730
TDU_consensed_contig_104787|TPR_consensed_contig_10516,0
TDU_consensed_contig_99863|TPR_consensed_contig_65282,519
TDU_consensed_contig_13459|TPR_consensed_contig_102382,40
TDU_consensed_contig_38798|TPR_consensed_contig_60152,1202
TDU_consensed_contig_89442|TPR_consensed_contig_92516,1143
TDU_consensed_contig_56709|TPR_consensed_contig_60660,47
TDU_consensed_contig_35823|TPR_consensed_contig_78032,812
TDU_consensed_contig_35657|TPR_consensed_contig_80816,6642
TDU_consensed_contig_31943|TPR_consensed_contig_109641,8
TDU_consensed_contig_39518|TPR_consensed_contig_100706,723
TDU_consensed_contig_32666|TPR_consensed_contig_67197,11
TDU_consensed_contig_7198|TPR_consensed_contig_105939,0
TDU_consensed_contig_37729|TPR_consensed_contig_12642,457
TDU_consensed_contig_10443|TPR_consensed_contig_15605,0
TDU_consensed_contig_40309|TPR_consensed_contig_107830,0
TDU_consensed_contig_17693|TPR_consensed_contig_7689,107
TDU_consensed_contig_68413|TPR_consensed_contig_106568,0
TDU_consensed_contig_85730|TPR_consensed_contig_36648,0
TDU_consensed_contig_33263|TPR_consensed_contig_82564,96
TDU_consensed_contig_19304|TPR_consensed_contig_104743,53
TDU_consensed_contig_71673|TPR_consensed_contig_98210,14
TDU_consensed_contig_82142|TPR_consensed_contig_74828,45
TDU_consensed_contig_16036|TPR_consensed_contig_110066,42
TDU_consensed_contig_36358|TPR_consensed_contig_107828,167
TDU_consensed_contig_8838|TPR_consensed_contig_6910,45
TDU_consensed_contig_74902|TPR_consensed_contig_90010,2
TDU_consensed_contig_4856|TPR_consensed_contig_19797,0
TDU_consensed_contig_37151|TPR_consensed_contig_53984,0
TDU_consensed_contig_89269|TPR_consensed_contig_76554,0
TDU_consensed_contig_91338|TPR_consensed_contig_5164,0
TDU_consensed_contig_39271|TPR_consensed_contig_39468,1843
TDU_consensed_contig_33548|TPR_consensed_contig_52538,531
TDU_consensed_contig_65263|TPR_consensed_contig_24861,52
TDU_consensed_contig_34002|TPR_consensed_contig_97173,406
TDU_consensed_contig_55515|TPR_consensed_contig_36724,12
TDU_consensed_contig_19785|TPR_consensed_contig_103652,127
TDU_consensed_contig_16728|TPR_consensed_contig_51386,399
TDU_consensed_contig_12939|TPR_consensed_contig_77899,130
TDU_consensed_contig_9239|TPR_consensed_contig_69785,0
TDU_consensed_contig_38401|TPR_consensed_contig_102981,0
TDU_consensed_contig_104261|TPR_consensed_contig_14705,62790
TDU_consensed_contig_74723|TPR_consensed_contig_105356,1397
TDU_consensed_contig_27900|TPR_consensed_contig_56053,251
TDU_consensed_contig_24073|TPR_consensed_contig_61171,7
TDU_consensed_contig_36046|TPR_consensed_contig_90907,326
TDU_consensed_contig_12906|TPR_consensed_contig_111831,232
TDU_consensed_contig_32991|TPR_consensed_contig_97497,36
TDU_consensed_contig_70193|TPR_consensed_contig_68087,0
TDU_consensed_contig_8379|TPR_consensed_contig_78542,269
TDU_consensed_contig_35948|TPR_consensed_contig_50332,614
TDU_consensed_contig_75082|TPR_consensed_contig_49195,1104
TDU_consensed_contig_70994|TPR_consensed_contig_10415,0
TDU_consensed_contig_37486|TPR_consensed_contig_60250,14
TDU_consensed_contig_99675|TPR_consensed_contig_105671,185
TDU_consensed_contig_10997|TPR_consensed_contig_73074,0
TDU_consensed_contig_104815|TPR_consensed_contig_73877,1
TDU_consensed_contig_37925|TPR_consensed_contig_112103,32
TDU_consensed_contig_19262|TPR_consensed_contig_75109,5
TDU_consensed_contig_32910|TPR_consensed_contig_98333,10413
TDU_consensed_contig_34607|TPR_consensed_contig_53387,102
TDU_consensed_contig_19166|TPR_consensed_contig_92562,909
